name,SMILES,MW,MW_MCS,NR,NR_MCS,HD,HD_MCS,HA,HA_MCS,FC,FC_MCS,LogP,LogP_MCS,name
DECOYS3079,CC(n1nc(O)c2c1nc3c(oc(c34)c(O)c(O)cc4)c2c5n(C)ncc5)C,379.376,0.48882022,2,0.133333333,3,0.6,9,0.875,0,1,3.4289,0.637126384,DECOYS
DECOYS3080,Cc1n(C)ncc1c2c3c(c4c(c(O)c(O)cc4)o3)nc5c2c(O)nn5C(C)C,393.403,0.525460121,2,0.133333333,3,0.6,9,0.875,0,1,3.73732,0.683920498,DECOYS
DECOYS3081,CC(n1nc(O)c2c1nc3c(oc(c34)c(O)c(O)cc4)c2c5cn(C)nc5)C,379.376,0.48882022,2,0.133333333,3,0.6,9,0.875,0,1,3.4289,0.637126384,DECOYS
DECOYS3082,COc1c(O)ccc([C@H]2SCC(O)=Nc3c2n(c4cc(Br)ccc4)cn3)c1,446.326,0.663700194,3,0.2,2,0.4,6,0.5,0,1,4.7732,0.84108633,DECOYS
DECOYS3083,COc1c(O)ccc([C@@H]2SCC(O)=Nc3c2n(c4cc(Br)ccc4)cn3)c1,446.326,0.663700194,3,0.2,2,0.4,6,0.5,0,1,4.7732,0.84108633,DECOYS
DECOYS3084,COc1c(O)cc([C@@H]2SCC(O)=Nc3c2n(c4cc(Br)ccc4)cn3)cc1,446.326,0.663700194,3,0.2,2,0.4,6,0.5,0,1,4.7732,0.84108633,DECOYS
DECOYS3085,COc1c(O)cc([C@H]2SCC(O)=Nc3c2n(c4cc(Br)ccc4)cn3)cc1,446.326,0.663700194,3,0.2,2,0.4,6,0.5,0,1,4.7732,0.84108633,DECOYS
DECOYS3086,CC1(C)OCC[C@H](n2nc(O)c3c2NC(=O)CS[C@@H]3c4c(Cl)cc(Cl)cc4)C1,442.368,0.653361509,2,0.133333333,2,0.4,6,0.5,0,1,4.8003,0.845197997,DECOYS
DECOYS3087,CC1(C)OCC[C@@H](n2nc(O)c3c2NC(=O)CS[C@@H]3c4c(Cl)cc(Cl)cc4)C1,442.368,0.653361509,2,0.133333333,2,0.4,6,0.5,0,1,4.8003,0.845197997,DECOYS
DECOYS3088,CC1(C)OCC[C@H](n2nc(O)c3c2NC(=O)CS[C@H]3c4c(Cl)cc(Cl)cc4)C1,442.368,0.653361509,2,0.133333333,2,0.4,6,0.5,0,1,4.8003,0.845197997,DECOYS
DECOYS3089,CC1(C)OCC[C@@H](n2nc(O)c3c2NC(=O)CS[C@H]3c4c(Cl)cc(Cl)cc4)C1,442.368,0.653361509,2,0.133333333,2,0.4,6,0.5,0,1,4.8003,0.845197997,DECOYS
DECOYS3090,CC1(C)OCC[C@H](n2nc(O)c3c2NC(=O)CS[C@@H]3c4ccc(Br)cc4)C1,452.374,0.679498164,2,0.133333333,2,0.4,6,0.5,0,1,4.256,0.762615688,DECOYS
DECOYS3091,CC1(C)OCC[C@H](n2nc(O)c3c2NC(=O)CS[C@H]3c4ccc(Br)cc4)C1,452.374,0.679498164,2,0.133333333,2,0.4,6,0.5,0,1,4.256,0.762615688,DECOYS
DECOYS3092,CC1(C)OCC[C@@H](n2nc(O)c3c2NC(=O)CS[C@H]3c4ccc(Br)cc4)C1,452.374,0.679498164,2,0.133333333,2,0.4,6,0.5,0,1,4.256,0.762615688,DECOYS
DECOYS3093,CC1(C)OCC[C@H](n2nc(O)c3c2NC(=O)CS[C@@H]3c4cc(Br)ccc4)C1,452.374,0.679498164,2,0.133333333,2,0.4,6,0.5,0,1,4.256,0.762615688,DECOYS
DECOYS3094,CC1(C)OCC[C@@H](n2nc(O)c3c2NC(=O)CS[C@@H]3c4ccc(Br)cc4)C1,452.374,0.679498164,2,0.133333333,2,0.4,6,0.5,0,1,4.256,0.762615688,DECOYS
DECOYS3095,CC1(C)OCC[C@H](n2nc(O)c3c2NC(=O)CS[C@H]3c4cc(Br)ccc4)C1,452.374,0.679498164,2,0.133333333,2,0.4,6,0.5,0,1,4.256,0.762615688,DECOYS
DECOYS3096,CC1(C)OCC[C@@H](n2nc(O)c3c2NC(=O)CS[C@H]3c4cc(Br)ccc4)C1,452.374,0.679498164,2,0.133333333,2,0.4,6,0.5,0,1,4.256,0.762615688,DECOYS
DECOYS3097,CC1(C)OCC[C@@H](n2nc(O)c3c2NC(=O)CS[C@@H]3c4cc(Br)ccc4)C1,452.374,0.679498164,2,0.133333333,2,0.4,6,0.5,0,1,4.256,0.762615688,DECOYS
DECOYS3098,CC1(C)OCC[C@H](n2nc(O)c3c2NC(=O)CS[C@@H]3c4c(F)c(F)c(F)cc4)C1,427.448,0.614389004,2,0.133333333,2,0.4,6,0.5,0,1,3.9108,0.710241238,DECOYS
DECOYS3099,CC1(C)OCC[C@@H](n2nc(O)c3c2NC(=O)CS[C@H]3c4cc(F)c(F)c(F)c4)C1,427.448,0.614389004,2,0.133333333,2,0.4,6,0.5,0,1,3.9108,0.710241238,DECOYS
DECOYS3100,CC1(C)OCC[C@H](n2nc(O)c3c2NC(=O)CS[C@H]3c4cc(F)c(F)c(F)c4)C1,427.448,0.614389004,2,0.133333333,2,0.4,6,0.5,0,1,3.9108,0.710241238,DECOYS
DECOYS3101,CC1(C)OCC[C@@H](n2nc(O)c3c2NC(=O)CS[C@@H]3c4cc(F)c(F)c(F)c4)C1,427.448,0.614389004,2,0.133333333,2,0.4,6,0.5,0,1,3.9108,0.710241238,DECOYS
DECOYS3102,CC1(C)OCC[C@H](n2nc(O)c3c2NC(=O)CS[C@@H]3c4cc(F)c(F)c(F)c4)C1,427.448,0.614389004,2,0.133333333,2,0.4,6,0.5,0,1,3.9108,0.710241238,DECOYS
DECOYS3103,CC1(C)OCC[C@@H](n2nc(O)c3c2NC(=O)CS[C@H]3c4c(F)c(F)c(F)cc4)C1,427.448,0.614389004,2,0.133333333,2,0.4,6,0.5,0,1,3.9108,0.710241238,DECOYS
DECOYS3104,CC1(C)OCC[C@H](n2nc(O)c3c2NC(=O)CS[C@H]3c4c(F)c(F)c(F)cc4)C1,427.448,0.614389004,2,0.133333333,2,0.4,6,0.5,0,1,3.9108,0.710241238,DECOYS
DECOYS3105,CC1(C)OCC[C@@H](n2nc(O)c3c2NC(=O)CS[C@@H]3c4c(F)c(F)c(F)cc4)C1,427.448,0.614389004,2,0.133333333,2,0.4,6,0.5,0,1,3.9108,0.710241238,DECOYS
DECOYS3106,CC1(C)OCC[C@@H](n2nc(O)c3c2NC(=O)CS[C@@H]3c4c(F)c(Cl)ccc4)C1,425.913,0.610379433,2,0.133333333,2,0.4,6,0.5,0,1,4.286,0.767167349,DECOYS
DECOYS3107,CC1(C)OCC[C@@H](n2nc(O)c3c2NC(=O)CS[C@H]3c4c(F)c(Cl)ccc4)C1,425.913,0.610379433,2,0.133333333,2,0.4,6,0.5,0,1,4.286,0.767167349,DECOYS
DECOYS3108,CC1(C)OCC[C@H](n2nc(O)c3c2NC(=O)CS[C@H]3c4c(F)c(Cl)ccc4)C1,425.913,0.610379433,2,0.133333333,2,0.4,6,0.5,0,1,4.286,0.767167349,DECOYS
DECOYS3109,CC1(C)OCC[C@H](n2nc(O)c3c2NC(=O)CS[C@@H]3c4c(F)c(Cl)ccc4)C1,425.913,0.610379433,2,0.133333333,2,0.4,6,0.5,0,1,4.286,0.767167349,DECOYS
DECOYS3110,CC1(C)OCC[C@@H](n2nc(O)c3c2NC(=O)CS[C@H]3c4cc(Cl)c(F)cc4)C1,425.913,0.610379433,2,0.133333333,2,0.4,6,0.5,0,1,4.286,0.767167349,DECOYS
DECOYS3111,CC1(C)OCC[C@H](n2nc(O)c3c2NC(=O)CS[C@H]3c4cc(Cl)c(F)cc4)C1,425.913,0.610379433,2,0.133333333,2,0.4,6,0.5,0,1,4.286,0.767167349,DECOYS
DECOYS3112,CC1(C)OCC[C@H](n2nc(O)c3c2NC(=O)CS[C@@H]3c4cc(Cl)c(F)cc4)C1,425.913,0.610379433,2,0.133333333,2,0.4,6,0.5,0,1,4.286,0.767167349,DECOYS
DECOYS3113,CC1(C)OCC[C@@H](n2nc(O)c3c2NC(=O)CS[C@@H]3c4cc(Cl)c(F)cc4)C1,425.913,0.610379433,2,0.133333333,2,0.4,6,0.5,0,1,4.286,0.767167349,DECOYS
DECOYS3114,COc1c(O)cc([C@H]2SCC(=O)Nc3c2n(c4ccc(Br)cc4)cn3)cc1,446.326,0.663700194,3,0.2,2,0.4,6,0.5,0,1,4.1237,0.742542861,DECOYS
DECOYS3115,COc1c(O)ccc([C@@H]2SCC(=O)Nc3c2n(c4ccc(Br)cc4)cn3)c1,446.326,0.663700194,3,0.2,2,0.4,6,0.5,0,1,4.1237,0.742542861,DECOYS
DECOYS3116,COc1c(O)ccc([C@H]2SCC(=O)Nc3c2n(c4ccc(Br)cc4)cn3)c1,446.326,0.663700194,3,0.2,2,0.4,6,0.5,0,1,4.1237,0.742542861,DECOYS
DECOYS3117,COc1c(O)cc([C@@H]2SCC(=O)Nc3c2n(c4ccc(Br)cc4)cn3)cc1,446.326,0.663700194,3,0.2,2,0.4,6,0.5,0,1,4.1237,0.742542861,DECOYS
DECOYS3118,CC(S[C@@H](c1c(c2ccc(Cl)cc2)n[nH]c1)C3=C4N([C@H]5CC(C)(C)OCC5)NC3=O)=N4,457.987,0.694159871,3,0.2,2,0.4,6,0.5,0,1,4.2723,0.765088757,DECOYS
DECOYS3119,CC(S[C@@H](c1c(c2ccc(Cl)cc2)n[nH]c1)C3=C4N([C@@H]5CC(C)(C)OCC5)NC3=O)=N4,457.987,0.694159871,3,0.2,2,0.4,6,0.5,0,1,4.2723,0.765088757,DECOYS
DECOYS3120,CC(S[C@H](c1c(c2ccc(Cl)cc2)n[nH]c1)C3=C4N([C@H]5CC(C)(C)OCC5)NC3=O)=N4,457.987,0.694159871,3,0.2,2,0.4,6,0.5,0,1,4.2723,0.765088757,DECOYS
DECOYS3121,Cc1ncc(CO)c2c1OC(=O)C(c3sc(Nc4ccc(OCc5ccccc5)cc4)nn3)=C2,472.526,0.732137167,7,0.466666667,2,0.4,9,0.875,0,1,4.82982,0.849676832,DECOYS
DECOYS3122,CCc1c(O)cc(c2c1)OC(=O)C=C2CSc3sc(Nc4ccc(OC)cc4)nn3,441.534,0.651183019,7,0.466666667,2,0.4,9,0.875,0,1,4.957,0.868972842,DECOYS
DECOYS3123,Cc1ncc(CO)c2c1OC(=O)C(c3sc(Nc4ccc(Oc5ccc(Cl)cc5)cc4)nn3)=C2,492.944,0.785470987,6,0.4,2,0.4,9,0.875,0,1,5.69652,0.981174329,DECOYS
DECOYS3124,CCOc1c(Nc2sc(SCC3=Nc(c4C(=O)N3)sc5c4CCCC5)nn2)cccc1,471.633,0.729804563,7,0.466666667,2,0.4,9,0.875,0,1,4.6676,0.825064482,DECOYS
DECOYS3125,c1cc2c(sc(c3sc(C(OCC(C(C#N)=C4Nc(c5N4)cccc5)=O)=O)cc3)n2)cc1,458.524,0.695562568,6,0.4,2,0.4,9,0.875,0,1,5.02348,0.879059323,DECOYS
DECOYS3126,COc1c(O)c(OC)cc([C@H]2Oc3c(nnc(SCc4ccccc4)n3)c(c5N2)cccc5)c1,474.542,0.737403156,6,0.4,2,0.4,9,0.875,0,1,5.0568,0.884114702,DECOYS
DECOYS3127,COc1c(O)c(OC)cc([C@@H]2Oc3c(nnc(SCc4ccccc4)n3)c(c5N2)cccc5)c1,474.542,0.737403156,6,0.4,2,0.4,9,0.875,0,1,5.0568,0.884114702,DECOYS
DECOYS3128,CC(C)=C1n2c(nnc2SCC(Nc3cc4c(OCO4)cc3)=O)c5c(sc6c5CCCC6)N1,481.603,0.755847182,5,0.333333333,2,0.4,9,0.875,0,1,4.9788,0.872280382,DECOYS
DECOYS3129,Cc1ccc(CSc2nnc3c(O[C@H](c4cc(OC)c(O)c(OC)c4)Nc(c35)cccc5)n2)cc1,488.569,0.774043058,6,0.4,2,0.4,9,0.875,0,1,5.36522,0.930908815,DECOYS
DECOYS3130,Cc1ccc(CSc2nnc3c(O[C@@H](c4cc(OC)c(O)c(OC)c4)Nc(c35)cccc5)n2)cc1,488.569,0.774043058,6,0.4,2,0.4,9,0.875,0,1,5.36522,0.930908815,DECOYS
DECOYS3131,Cc1c(C)c(Nc2nc(N)nc(CSc3sc(c4n3)ccc(OC)c4)n2)ccc1,424.555,0.606832204,6,0.4,2,0.4,9,0.875,0,1,4.72484,0.833749052,DECOYS
DECOYS3132,COc1ccc(c2n(c3ccccc3)c(SCC(C(C#N)=C4Nc(c5N4)cccc5)=O)nn2)cc1,480.553,0.753104479,7,0.466666667,2,0.4,9,0.875,0,1,4.87688,0.856816871,DECOYS
DECOYS3133,c1c(NC(CSc2n3c(c4c(sc5c4CCCC5)NC3=C6CC6)nn2)=O)cc7c(OCO7)c1,479.587,0.750581192,5,0.333333333,2,0.4,9,0.875,0,1,4.7328,0.834956759,DECOYS
DECOYS3134,Cc1nn(c2ccc(F)cc2)c(c13)sc(C(OCC(C(C#N)=C4Nc(c5N4)cccc5)=O)=O)c3,473.489,0.734652617,6,0.4,2,0.4,9,0.875,0,1,4.5332,0.804673039,DECOYS
DECOYS3135,C=CCN1C(SCC(C(C#N)=C2Nc(c3N2)cccc3)=O)=Nc(c4C1=O)sc5c4CCCCC5,489.626,0.776804046,6,0.4,2,0.4,9,0.875,0,1,4.84688,0.85226521,DECOYS
DECOYS3136,COc1ccc(c2n(C3CCCCC3)c(SCC(C(C#N)=C4Nc(c5N4)cccc5)=O)nn2)cc1,486.601,0.768902449,7,0.466666667,2,0.4,9,0.875,0,1,5.39288,0.935105447,DECOYS
DECOYS3137,COc1c(c2n(C3CCCCC3)c(SCC(C(C#N)=C4Nc(c5N4)cccc5)=O)nn2)cccc1,486.601,0.768902449,7,0.466666667,2,0.4,9,0.875,0,1,5.39288,0.935105447,DECOYS
DECOYS3138,Cc1c(Nc2nc(N)nc(CSC(N(C3CCCC3)C(=O)c(c45)cccc4)=N5)n2)cccc1,459.579,0.698318331,6,0.4,2,0.4,9,0.875,0,1,4.62312,0.818315885,DECOYS
DECOYS3139,COc1ccc(Nc2nc3c(non3)nc2Nc4ccc(Oc5ccccc5)cc4)cc1,426.436,0.611745561,7,0.466666667,2,0.4,9,0.875,0,1,5.3009,0.921150053,DECOYS
DECOYS3140,CC(Nc1n(nc(SCc2c(Cl)cccc2)n1)[C@H]3c4cc([N+]([O-])=O)c(O)cc4)=C3C(C)=O,471.926,0.730569908,6,0.4,2,0.4,9,0.875,0,1,4.7155,0.832331968,DECOYS
DECOYS3141,CC(Nc1n(nc(SCc2c(Cl)cccc2)n1)[C@@H]3c4cc([N+]([O-])=O)c(O)cc4)=C3C(C)=O,471.926,0.730569908,6,0.4,2,0.4,9,0.875,0,1,4.7155,0.832331968,DECOYS
DECOYS3142,COc1c(OC)c(OC)cc(c2c3c(c4c(cc(O)cc4)o3)nc5c2c(O)nn5C6CCCC6)c1,475.501,0.739908159,5,0.333333333,2,0.4,9,0.875,0,1,5.5498,0.95891367,DECOYS
DECOYS3143,COc1c(OC)cc(OC)c(c2c3c(c4c(cc(O)cc4)o3)nc5c2c(O)nn5C6CCCC6)c1,475.501,0.739908159,5,0.333333333,2,0.4,9,0.875,0,1,5.5498,0.95891367,DECOYS
DECOYS3144,COc1c(OC)c(OC)c(c2c3c(c4c(cc(O)cc4)o3)nc5c2c(O)nn5C6CCCC6)cc1,475.501,0.739908159,5,0.333333333,2,0.4,9,0.875,0,1,5.5498,0.95891367,DECOYS
DECOYS3145,c1cc2c(sc(c3oc(SCC(C(C#N)=C4Nc(c5N4)cccc5)=O)nn3)c2Cl)cc1,465.947,0.714952172,5,0.333333333,2,0.4,9,0.875,0,1,5.53868,0.957226521,DECOYS
DECOYS3146,Cc1c(C)c(Nc2nc(N3CCC(C)CC3)nc(N\N=C\c4cc5c(OCO5)cc4)n2)ccc1,459.554,0.698253029,6,0.4,2,0.4,9,0.875,0,1,4.64304,0.821338188,DECOYS
DECOYS3147,Cc1c(n2c(SCC(C(C#N)=C3Nc(c4N3)cccc4)=O)nnc2c5cnccc5)cccc1,465.542,0.713894273,6,0.4,2,0.4,9,0.875,0,1,4.5717,0.810514338,DECOYS
DECOYS3148,Cc1c(n2c(SCC(C(C#N)=C3Nc(c4N3)cccc4)=O)nnc2c5ccncc5)cccc1,465.542,0.713894273,6,0.4,2,0.4,9,0.875,0,1,4.5717,0.810514338,DECOYS
DECOYS3149,c1ccc(CNc2sc(SCC(\C(\C#N)=C(/Sc(c34)cccc3)\N4)=O)nn2)cc1,437.575,0.640841723,7,0.466666667,2,0.4,9,0.875,0,1,4.76438,0.839748141,DECOYS
DECOYS3150,c1csc(\C=C(\C(=N2)[C@@H]([C@@H](c3sccc3)N2C(CSc4nc(N)cc(N)n4)=O)CC5)/C5)c1,482.66,0.75860817,6,0.4,2,0.4,9,0.875,0,1,4.6793,0.82683963,DECOYS
DECOYS3151,c1csc(\C=C(\C(=N2)[C@H]([C@H](c3sccc3)N2C(CSc4nc(N)cc(N)n4)=O)CC5)/C5)c1,482.66,0.75860817,6,0.4,2,0.4,9,0.875,0,1,4.6793,0.82683963,DECOYS
DECOYS3152,c1csc(\C=C(\C(=N2)[C@H]([C@@H](c3sccc3)N2C(CSc4nc(N)cc(N)n4)=O)CC5)/C5)c1,482.66,0.75860817,6,0.4,2,0.4,9,0.875,0,1,4.6793,0.82683963,DECOYS
DECOYS3153,c1csc(\C=C(\C(=N2)[C@@H]([C@H](c3sccc3)N2C(CSc4nc(N)cc(N)n4)=O)CC5)/C5)c1,482.66,0.75860817,6,0.4,2,0.4,9,0.875,0,1,4.6793,0.82683963,DECOYS
DECOYS3154,c1ccc(Cn2c(SCC(C(C#N)=C3Nc(c4N3)cccc4)=O)nnc2c5sccc5)cc1,470.583,0.72706186,7,0.466666667,2,0.4,9,0.875,0,1,4.98888,0.873809741,DECOYS
DECOYS3155,c1cc(CSc2nn3c(NC4=C(C(=O)CCC4)[C@H]3c5cc([N+]([O-])=O)c(O)cc5)n2)c(Cl)cc1,483.937,0.761943819,5,0.333333333,2,0.4,9,0.875,0,1,4.8596,0.854195115,DECOYS
DECOYS3156,c1cc(CSc2nn3c(NC4=C(C(=O)CCC4)[C@@H]3c5cc([N+]([O-])=O)c(O)cc5)n2)c(Cl)cc1,483.937,0.761943819,5,0.333333333,2,0.4,9,0.875,0,1,4.8596,0.854195115,DECOYS
DECOYS3157,Cc1c(C)c(Nc2nc3c(non3)nc2N\N=C\c4oc(c5ccc(Cl)cc5)cc4)ccc1,459.897,0.699148978,6,0.4,2,0.4,9,0.875,0,1,5.73264,0.986654529,DECOYS
DECOYS3158,c1cc2c(NC(=C(C(CSc3n(C4CCCCC4)c(Cc5sccc5)nn3)=O)C#N)N2)cc1,476.631,0.74285983,7,0.466666667,2,0.4,9,0.875,0,1,5.36958,0.931570323,DECOYS
DECOYS3159,Cc1ccc(Nc2nc3c(non3)nc2N\N=C\c4oc(c5ccc(Br)cc5)cc4)cc1,490.321,0.778619454,6,0.4,2,0.4,9,0.875,0,1,5.53332,0.956413291,DECOYS
DECOYS3160,CN(c1cc2c(NC(c3cc(OC)ccc3)=CC2=O)cc1)C,294.354,0.266734407,3,0.2,1,0.2,3,0.125,0,1,2.7878,0.539857381,DECOYS
DECOYS3161,CN1C(c2c(O)c(CC=C)ccc2)N(C)c(c13)cccc3,280.371,0.230209438,3,0.2,1,0.2,3,0.125,0,1,3.7055,0.679092702,DECOYS
DECOYS3162,COc1cc2c(N(Cc3ccccc3)C(=S)N2)cc1,270.357,0.204051887,3,0.2,1,0.2,3,0.125,0,1,3.27389,0.61360795,DECOYS
DECOYS3163,COc1ccc(CN2C(=S)Nc(c23)cccc3)cc1,270.357,0.204051887,3,0.2,1,0.2,3,0.125,0,1,3.27389,0.61360795,DECOYS
DECOYS3164,Cc1n(Cc2ccccc2)c(c3c1C(C)=O)ccc(O)c3,279.339,0.227513753,3,0.2,1,0.2,3,0.125,0,1,3.90622,0.709546351,DECOYS
DECOYS3165,CC(c1ccc([C@H](O)Cc2n(C)c(c3n2)cccc3)cc1)C,294.398,0.266849339,4,0.266666667,1,0.2,3,0.125,0,1,3.9728,0.719648005,DECOYS
DECOYS3166,CC(c1ccc([C@@H](O)Cc2n(C)c(c3n2)cccc3)cc1)C,294.398,0.266849339,4,0.266666667,1,0.2,3,0.125,0,1,3.9728,0.719648005,DECOYS
DECOYS3167,Cn1c(C[C@@H](O)c2c3c(cccc3)ccc2)nc(c14)cccc4,302.377,0.287691271,3,0.2,1,0.2,3,0.125,0,1,4.0026,0.724169322,DECOYS
DECOYS3168,Cn1c(C[C@H](O)c2c3c(cccc3)ccc2)nc(c14)cccc4,302.377,0.287691271,3,0.2,1,0.2,3,0.125,0,1,4.0026,0.724169322,DECOYS
DECOYS3169,Cc1cc(Cn2c([C@@H](O)C)nc(c23)cccc3)c(C)cc1,280.371,0.230209438,3,0.2,1,0.2,3,0.125,0,1,3.75474,0.686563496,DECOYS
DECOYS3170,Cc1cc(Cn2c([C@H](O)C)nc(c23)cccc3)c(C)cc1,280.371,0.230209438,3,0.2,1,0.2,3,0.125,0,1,3.75474,0.686563496,DECOYS
DECOYS3171,Cc1n(C)c(CNC(C2c3c(cccc3)Oc(c24)cccc4)=O)cc1,332.403,0.366122131,4,0.266666667,1,0.2,3,0.125,0,1,3.88752,0.706709149,DECOYS
DECOYS3172,CN1c2c(cc(CNc3ccc(OC)cc3)cc2)CC1,268.36,0.198835527,4,0.266666667,1,0.2,3,0.125,0,1,3.2996,0.617508724,DECOYS
DECOYS3173,Cc1c(C)c2c(nc(c3ccc(OCC#N)cc3)[nH]2)cc1,277.327,0.222258211,3,0.2,1,0.2,3,0.125,0,1,3.26722,0.612595964,DECOYS
DECOYS3174,CCOc1c(OC)cccc1c2nc(c3[nH]2)ccc(C)c3,282.343,0.235360496,4,0.266666667,1,0.2,3,0.125,0,1,3.46372,0.642409346,DECOYS
DECOYS3175,C[C@@H](N(CC(Nc(c1C2=O)c(Cl)ccc1)=C2)C)c3ccncc3,327.815,0.354137825,4,0.266666667,1,0.2,3,0.125,0,1,3.2876,0.615688059,DECOYS
DECOYS3176,C[C@H](N(CC(Nc(c1C2=O)c(Cl)ccc1)=C2)C)c3ccncc3,327.815,0.354137825,4,0.266666667,1,0.2,3,0.125,0,1,3.2876,0.615688059,DECOYS
DECOYS3177,c1cc2c(N(Cc3nc(c4[nH]3)cccc4)c(c5C2=O)cccc5)cc1,325.371,0.347753857,2,0.133333333,1,0.2,3,0.125,0,1,3.5974,0.662691549,DECOYS
DECOYS3178,Cc1c(C([C@H](N2c3c(cccc3)CCC2)C)=O)[nH]c(C)c1C(C)=O,324.424,0.3452802,4,0.266666667,1,0.2,3,0.125,0,1,3.37624,0.629136702,DECOYS
DECOYS3179,Cc1c(C([C@@H](N2c3c(cccc3)CCC2)C)=O)[nH]c(C)c1C(C)=O,324.424,0.3452802,4,0.266666667,1,0.2,3,0.125,0,1,3.37624,0.629136702,DECOYS
DECOYS3180,Cc1c(Cn2c([C@H](O)C)nc(c23)cccc3)cccc1,266.344,0.193569537,3,0.2,1,0.2,3,0.125,0,1,3.44632,0.639769382,DECOYS
DECOYS3181,Cc1c(Cn2c([C@@H](O)C)nc(c23)cccc3)cccc1,266.344,0.193569537,3,0.2,1,0.2,3,0.125,0,1,3.44632,0.639769382,DECOYS
DECOYS3182,CN(c1ccc(\C=C\c2c3c(c(O)ccc3)ncc2)cc1)C,290.366,0.256317359,3,0.2,1,0.2,3,0.125,0,1,4.1768,0.750599302,DECOYS
DECOYS3183,CC(Cn1c([C@@H](O)c2ccccc2)nc(c13)cccc3)C,280.371,0.230209438,4,0.266666667,1,0.2,3,0.125,0,1,3.774,0.689485662,DECOYS
DECOYS3184,CC(Cn1c([C@H](O)c2ccccc2)nc(c13)cccc3)C,280.371,0.230209438,4,0.266666667,1,0.2,3,0.125,0,1,3.774,0.689485662,DECOYS
DECOYS3185,CCOc1cc2c(N(Cc3ccccc3)C(=S)N2)cc1,284.384,0.240691788,4,0.266666667,1,0.2,3,0.125,0,1,3.66399,0.67279472,DECOYS
DECOYS3186,Cc1ccc(Cn2c([C@H](O)C)nc(c23)cccc3)cc1,266.344,0.193569537,3,0.2,1,0.2,3,0.125,0,1,3.44632,0.639769382,DECOYS
DECOYS3187,Cc1cc(Cn2c([C@H](O)C)nc(c23)cccc3)ccc1,266.344,0.193569537,3,0.2,1,0.2,3,0.125,0,1,3.44632,0.639769382,DECOYS
DECOYS3188,Cc1cc(Cn2c([C@@H](O)C)nc(c23)cccc3)ccc1,266.344,0.193569537,3,0.2,1,0.2,3,0.125,0,1,3.44632,0.639769382,DECOYS
DECOYS3189,Cc1ccc(Cn2c([C@@H](O)C)nc(c23)cccc3)cc1,266.344,0.193569537,3,0.2,1,0.2,3,0.125,0,1,3.44632,0.639769382,DECOYS
DECOYS3190,CC(O)(c1n(Cc2ccccc2)c(c3n1)cccc3)C,266.344,0.193569537,3,0.2,1,0.2,3,0.125,0,1,3.312,0.619390077,DECOYS
DECOYS3191,CN(c1ccc(\C=C\c2c3c(ccc(O)c3)ncc2)cc1)C,290.366,0.256317359,3,0.2,1,0.2,3,0.125,0,1,4.1768,0.750599302,DECOYS
DECOYS3192,CCn1c([C@H](O)c2ccc(C)cc2)nc(c13)cccc3,266.344,0.193569537,3,0.2,1,0.2,3,0.125,0,1,3.44632,0.639769382,DECOYS
DECOYS3193,CCn1c([C@@H](O)c2ccc(C)cc2)nc(c13)cccc3,266.344,0.193569537,3,0.2,1,0.2,3,0.125,0,1,3.44632,0.639769382,DECOYS
DECOYS3194,COc1c(CN2CC=C(c3c4c(cccc4)[nH]c3)CC2)scc1,324.449,0.345345502,4,0.266666667,1,0.2,3,0.125,0,1,4.0454,0.730663025,DECOYS
DECOYS3195,CC[C@@H](O)c1n(Cc2c(C)cccc2)c(c3n1)cccc3,280.371,0.230209438,4,0.266666667,1,0.2,3,0.125,0,1,3.83642,0.698956152,DECOYS
DECOYS3196,CC[C@H](O)c1n(Cc2c(C)cccc2)c(c3n1)cccc3,280.371,0.230209438,4,0.266666667,1,0.2,3,0.125,0,1,3.83642,0.698956152,DECOYS
DECOYS3197,Cc1cc(Cn2c(C(O)(C)C)nc(c23)cccc3)ccc1,280.371,0.230209438,3,0.2,1,0.2,3,0.125,0,1,3.62042,0.666184191,DECOYS
DECOYS3198,Cc1ccc(Cn2c(C(O)(C)C)nc(c23)cccc3)cc1,280.371,0.230209438,3,0.2,1,0.2,3,0.125,0,1,3.62042,0.666184191,DECOYS
DECOYS3199,c1coc(CNS(c2cc3c(c4c(cc(S(NCc5occc5)(=O)=O)cc4)C3=NNC(N)=S)cc2)(=O)=O)c1,571.662,0.991090133,10,0.666666667,4,0.8,8,0.75,0,1,2.3956,0.480351995,DECOYS
DECOYS3200,c1coc(CNS(c2cc3c(c4c(cc(S(NCc5occc5)(=O)=O)cc4)C3=NNC(N)=O)cc2)(=O)=O)c1,555.594,0.949118939,10,0.666666667,4,0.8,8,0.75,0,1,2.2307,0.45533303,DECOYS
DECOYS3201,COc1c(OC)cc(C(NC(C(=O)NC(SCC(Nc2ccc(Br)cc2)=O)=N3)=C3N)=O)cc1,534.392,0.893737233,10,0.666666667,4,0.8,8,0.75,0,1,2.633,0.516370809,DECOYS
DECOYS3202,CC(NCCNC(C[C@H]1[C@@]2(C)[C@@H]([C@@](CO)(C)[C@H](O)CC2)Cc3c1nc(Nc4ccccc4)s3)=O)=O,500.665,0.805638998,10,0.666666667,5,1,7,0.625,0,1,2.9446,0.563647398,DECOYS
